Product_ID,Product_Name,Category,Subcategory,Brand,Price
PROD_80,Product_80,Electronics,Washing Machine,BrandD,1946.51
PROD_81,Product_81,Fashion,Refrigerator,BrandD,1803.26
PROD_82,Product_82,Fashion,Camera,BrandD,1040.54
PROD_83,Product_83,Home Appliances,Washing Machine,BrandB,342.58
PROD_84,Product_84,Fashion,Laptop,BrandC,1138.67
PROD_85,Product_85,Home Appliances,Academic,BrandA,1027.45
PROD_86,Product_86,Fashion,Clothing,BrandB,459.66
PROD_87,Product_87,Books,Microwave,BrandC,1518.2
PROD_88,Product_88,Fashion,Snacks,BrandA,1347.19
PROD_89,Product_89,Home Appliances,Haircare,BrandA,1783.17
PROD_90,Product_90,Fashion,Refrigerator,BrandC,19.36
PROD_91,Product_91,Groceries,Non-Fiction,BrandA,1918.91
PROD_92,Product_92,Electronics,Refrigerator,BrandB,1797.19
PROD_93,Product_93,Beauty,Clothing,BrandA,1692.01
PROD_94,Product_94,Books,Non-Fiction,BrandB,1695.06
PROD_95,Product_95,Electronics,Accessories,BrandB,594.25
PROD_96,Product_96,Groceries,Camera,BrandC,1703.73
PROD_97,Product_97,Electronics,Mobile,BrandC,827.88
PROD_98,Product_98,Books,Washing Machine,BrandC,1061.43
PROD_99,Product_99,Books,Laptop,BrandB,639.96
PROD_100,Product_100,Electronics,Clothing,BrandC,1919.17
PROD_101,Product_101,Fashion,Footwear,BrandB,1324.89
PROD_102,Product_102,Beauty,Haircare,BrandB,1998.85
PROD_103,Product_103,Beauty,Daily Essentials,BrandA,15.96
PROD_104,Product_104,Electronics,Laptop,BrandA,315.79
PROD_105,Product_105,Groceries,Camera,BrandA,1056.53
PROD_106,Product_106,Groceries,Camera,BrandC,488.59
PROD_107,Product_107,Electronics,Microwave,BrandC,170.69
PROD_108,Product_108,Beauty,Non-Fiction,BrandB,1939.66
PROD_109,Product_109,Home Appliances,Snacks,BrandD,1004.98
PROD_110,Product_110,Beauty,Fiction,BrandD,1928.01
PROD_111,Product_111,Home Appliances,Haircare,BrandC,231.66
PROD_112,Product_112,Electronics,Clothing,BrandA,174.68
PROD_113,Product_113,Fashion,Fiction,BrandB,1190.88
PROD_114,Product_114,Fashion,Microwave,BrandC,1695.49
PROD_115,Product_115,Home Appliances,Beverages,BrandA,1680.28
PROD_116,Product_116,Groceries,Camera,BrandD,245.51
PROD_117,Product_117,Beauty,Beverages,BrandD,847.39
PROD_118,Product_118,Electronics,Washing Machine,BrandC,1093.04
PROD_119,Product_119,Books,Fiction,BrandB,693.54
PROD_120,Product_120,Books,Footwear,BrandA,1602.39
PROD_121,Product_121,Books,Camera,BrandD,487.82
PROD_122,Product_122,Fashion,Laptop,BrandD,1699.03
PROD_123,Product_123,Groceries,Academic,BrandB,445.39
PROD_124,Product_124,Electronics,Footwear,BrandD,445.94
PROD_125,Product_125,Books,Snacks,BrandD,1132.79
PROD_126,Product_126,Home Appliances,Refrigerator,BrandA,1722.14
PROD_127,Product_127,Electronics,Accessories,BrandA,1657.4
PROD_128,Product_128,Home Appliances,Washing Machine,BrandD,222.25
PROD_129,Product_129,Books,Academic,BrandC,1412.84
PROD_130,Product_130,Electronics,Snacks,BrandB,1094.88
PROD_131,Product_131,Fashion,Non-Fiction,BrandD,918.89
PROD_132,Product_132,Books,Washing Machine,BrandA,1649.96
PROD_133,Product_133,Electronics,Academic,BrandD,1335.43
PROD_134,Product_134,Home Appliances,Refrigerator,BrandC,497.9
PROD_135,Product_135,Electronics,Microwave,BrandD,1331.97
PROD_136,Product_136,Groceries,Snacks,BrandC,1693.08
PROD_137,Product_137,Home Appliances,Washing Machine,BrandC,1754.01
PROD_138,Product_138,Groceries,Washing Machine,BrandB,1136.87
PROD_139,Product_139,Beauty,Beverages,BrandA,1810.43
PROD_140,Product_140,Beauty,Haircare,BrandC,988.62
PROD_141,Product_141,Home Appliances,Washing Machine,BrandC,1940.79
PROD_142,Product_142,Books,Laptop,BrandD,891.29
PROD_143,Product_143,Fashion,Non-Fiction,BrandB,932.15
PROD_144,Product_144,Home Appliances,Refrigerator,BrandA,1560.11
PROD_145,Product_145,Home Appliances,Haircare,BrandA,78.18
PROD_146,Product_146,Home Appliances,Haircare,BrandD,739.09
PROD_147,Product_147,Fashion,Laptop,BrandC,915.54
PROD_148,Product_148,Beauty,Non-Fiction,BrandA,1039.4
PROD_149,Product_149,Electronics,Haircare,BrandD,60.74
PROD_150,Product_150,Home Appliances,Camera,BrandA,691.82
PROD_151,Product_151,Books,Haircare,BrandC,586.64
PROD_152,Product_152,Home Appliances,Academic,BrandC,1248.05
PROD_153,Product_153,Home Appliances,Accessories,BrandA,1044.45
PROD_154,Product_154,Home Appliances,Non-Fiction,BrandC,191.24
PROD_155,Product_155,Fashion,Makeup,BrandC,536.7
PROD_156,Product_156,Electronics,Washing Machine,BrandB,611.15
PROD_157,Product_157,Books,Makeup,BrandA,1165.36
PROD_158,Product_158,Books,Clothing,BrandD,1788.76
PROD_159,Product_159,Beauty,Camera,BrandB,1042.04
PROD_160,Product_160,Home Appliances,Refrigerator,BrandA,935.39
PROD_161,Product_161,Electronics,Beverages,BrandA,1559.14
PROD_162,Product_162,Home Appliances,Academic,BrandD,1280.46
PROD_163,Product_163,Books,Non-Fiction,BrandA,1538.52
PROD_164,Product_164,Electronics,Non-Fiction,BrandA,610.78
PROD_165,Product_165,Groceries,Washing Machine,BrandD,1548.73
PROD_166,Product_166,Beauty,Snacks,BrandC,1346.31
PROD_167,Product_167,Home Appliances,Refrigerator,BrandC,1947.86
PROD_168,Product_168,Beauty,Makeup,BrandA,923.15
PROD_169,Product_169,Books,Snacks,BrandC,1872.08
PROD_170,Product_170,Beauty,Clothing,BrandC,758.27
PROD_171,Product_171,Home Appliances,Footwear,BrandC,1265.73
PROD_172,Product_172,Groceries,Microwave,BrandC,1618.08
PROD_173,Product_173,Beauty,Clothing,BrandB,744.13
PROD_174,Product_174,Groceries,Accessories,BrandD,1057.43
PROD_175,Product_175,Electronics,Camera,BrandD,40.81
PROD_176,Product_176,Beauty,Daily Essentials,BrandD,485.58
PROD_177,Product_177,Fashion,Daily Essentials,BrandC,1236.63
PROD_178,Product_178,Electronics,Snacks,BrandD,400.16
PROD_179,Product_179,Fashion,Washing Machine,BrandC,495.31
PROD_180,Product_180,Books,Haircare,BrandB,717.28
PROD_181,Product_181,Groceries,Daily Essentials,BrandA,165.98
PROD_182,Product_182,Groceries,Laptop,BrandA,1367.28
PROD_183,Product_183,Electronics,Fiction,BrandB,636.88
PROD_184,Product_184,Beauty,Refrigerator,BrandA,383.2
PROD_185,Product_185,Beauty,Makeup,BrandB,1416.88
PROD_186,Product_186,Groceries,Makeup,BrandC,560.48
PROD_187,Product_187,Groceries,Haircare,BrandC,911.73
PROD_188,Product_188,Beauty,Makeup,BrandA,48.82
PROD_189,Product_189,Electronics,Daily Essentials,BrandC,1834.09
PROD_190,Product_190,Beauty,Snacks,BrandA,254.91
PROD_191,Product_191,Beauty,Clothing,BrandA,115.2
PROD_192,Product_192,Books,Daily Essentials,BrandD,1117.31
PROD_193,Product_193,Beauty,Accessories,BrandC,1406.91
PROD_194,Product_194,Groceries,Camera,BrandC,894.54
PROD_195,Product_195,Beauty,Academic,BrandC,1998.25
PROD_196,Product_196,Books,Clothing,BrandA,171.34
PROD_197,Product_197,Electronics,Academic,BrandA,325.61
PROD_198,Product_198,Electronics,Camera,BrandD,1542.34
PROD_199,Product_199,Groceries,Non-Fiction,BrandA,793.27
PROD_200,Product_200,Groceries,Beverages,BrandD,710.48
PROD_201,Product_201,Groceries,Beverages,BrandC,747.84
PROD_202,Product_202,Books,Academic,BrandC,1756.5
PROD_203,Product_203,Fashion,Fiction,BrandB,1162.41
PROD_204,Product_204,Electronics,Footwear,BrandC,794.77
PROD_205,Product_205,Fashion,Beverages,BrandD,1749.15
PROD_206,Product_206,Home Appliances,Skincare,BrandD,784.77
PROD_207,Product_207,Fashion,Academic,BrandA,284.2
PROD_208,Product_208,Beauty,Fiction,BrandA,1820.18
PROD_209,Product_209,Home Appliances,Clothing,BrandC,753.65
PROD_210,Product_210,Beauty,Footwear,BrandB,1174.42
PROD_211,Product_211,Beauty,Camera,BrandD,1976.04
PROD_212,Product_212,Home Appliances,Washing Machine,BrandA,1876.94
PROD_213,Product_213,Electronics,Laptop,BrandB,1169.21
PROD_214,Product_214,Fashion,Non-Fiction,BrandB,1874.97
PROD_215,Product_215,Books,Laptop,BrandB,1293.94
PROD_216,Product_216,Home Appliances,Camera,BrandC,1406.24
PROD_217,Product_217,Books,Microwave,BrandA,1377.31
PROD_218,Product_218,Fashion,Camera,BrandD,442.82
PROD_219,Product_219,Electronics,Mobile,BrandC,1231.9
PROD_220,Product_220,Home Appliances,Haircare,BrandA,753.16
PROD_221,Product_221,Groceries,Fiction,BrandC,611.71
PROD_222,Product_222,Beauty,Snacks,BrandD,1878.73
PROD_223,Product_223,Beauty,Washing Machine,BrandB,1295.73
PROD_224,Product_224,Fashion,Washing Machine,BrandD,1881.88
PROD_225,Product_225,Electronics,Academic,BrandC,1828.77
PROD_226,Product_226,Beauty,Haircare,BrandD,652.44
PROD_227,Product_227,Groceries,Microwave,BrandA,914.56
PROD_228,Product_228,Electronics,Academic,BrandD,1283.92
PROD_229,Product_229,Home Appliances,Footwear,BrandC,148.8
PROD_230,Product_230,Groceries,Haircare,BrandB,149.1
PROD_231,Product_231,Home Appliances,Microwave,BrandA,1131.27
PROD_232,Product_232,Beauty,Makeup,BrandD,958.12
PROD_233,Product_233,Fashion,Haircare,BrandA,1770.35
PROD_234,Product_234,Beauty,Fiction,BrandA,185.68
PROD_235,Product_235,Groceries,Makeup,BrandD,1027.12
PROD_236,Product_236,Beauty,Academic,BrandD,1934.43
PROD_237,Product_237,Electronics,Washing Machine,BrandD,1725.17
PROD_238,Product_238,Groceries,Microwave,BrandD,353.35
PROD_239,Product_239,Groceries,Beverages,BrandC,1642.6
PROD_240,Product_240,Electronics,Microwave,BrandC,1514.85
PROD_241,Product_241,Fashion,Academic,BrandC,128.1
PROD_242,Product_242,Home Appliances,Daily Essentials,BrandD,1888.76
PROD_243,Product_243,Groceries,Microwave,BrandA,1496.02
PROD_244,Product_244,Beauty,Mobile,BrandA,898.28
PROD_245,Product_245,Home Appliances,Laptop,BrandB,752.12
PROD_246,Product_246,Electronics,Camera,BrandD,320.33
PROD_247,Product_247,Electronics,Accessories,BrandB,361.66
PROD_248,Product_248,Fashion,Mobile,BrandA,1875.81
PROD_249,Product_249,Electronics,Fiction,BrandD,86.08
PROD_250,Product_250,Home Appliances,Microwave,BrandC,1226.39
PROD_251,Product_251,Groceries,Camera,BrandB,1491.12
PROD_252,Product_252,Groceries,Snacks,BrandD,1076.98
PROD_253,Product_253,Beauty,Mobile,BrandA,1861.09
PROD_254,Product_254,Beauty,Makeup,BrandA,984.99
PROD_255,Product_255,Fashion,Camera,BrandB,1559.34
PROD_256,Product_256,Fashion,Skincare,BrandB,539.4
PROD_257,Product_257,Groceries,Mobile,BrandC,1762.47
PROD_258,Product_258,Fashion,Skincare,BrandC,1945.35
PROD_259,Product_259,Home Appliances,Makeup,BrandA,1959.37
PROD_260,Product_260,Groceries,Makeup,BrandD,1252.16
PROD_261,Product_261,Electronics,Footwear,BrandD,546.16
PROD_262,Product_262,Electronics,Daily Essentials,BrandC,1761.19
PROD_263,Product_263,Groceries,Beverages,BrandA,1330.02
PROD_264,Product_264,Fashion,Clothing,BrandB,1433.71
PROD_265,Product_265,Beauty,Daily Essentials,BrandB,693.05
PROD_266,Product_266,Electronics,Camera,BrandA,200.61
PROD_267,Product_267,Groceries,Skincare,BrandC,21.61
PROD_268,Product_268,Groceries,Microwave,BrandD,1376.52
PROD_269,Product_269,Groceries,Camera,BrandA,1999.42
PROD_270,Product_270,Beauty,Microwave,BrandD,1472.18
PROD_271,Product_271,Books,Microwave,BrandA,84.31
PROD_272,Product_272,Beauty,Camera,BrandB,985.18
PROD_273,Product_273,Beauty,Skincare,BrandA,1897.83
PROD_274,Product_274,Fashion,Haircare,BrandB,1401.38
PROD_275,Product_275,Fashion,Footwear,BrandA,353.47
PROD_276,Product_276,Home Appliances,Makeup,BrandA,931.31
PROD_277,Product_277,Books,Haircare,BrandB,1631.97
PROD_278,Product_278,Beauty,Haircare,BrandB,362.07
PROD_279,Product_279,Fashion,Daily Essentials,BrandC,549.63
PROD_280,Product_280,Home Appliances,Non-Fiction,BrandD,236.91
PROD_281,Product_281,Groceries,Camera,BrandC,1911.99
PROD_282,Product_282,Fashion,Washing Machine,BrandA,695.94
PROD_283,Product_283,Groceries,Haircare,BrandA,1344.22
PROD_284,Product_284,Beauty,Camera,BrandB,1433.62
PROD_285,Product_285,Books,Washing Machine,BrandB,1229.61
PROD_286,Product_286,Electronics,Daily Essentials,BrandA,1039.06
PROD_287,Product_287,Home Appliances,Camera,BrandC,1528.37
PROD_288,Product_288,Books,Washing Machine,BrandB,1033.65
PROD_289,Product_289,Books,Microwave,BrandA,72.33
PROD_290,Product_290,Beauty,Laptop,BrandB,1101.69
PROD_291,Product_291,Books,Camera,BrandA,1625.58
PROD_292,Product_292,Home Appliances,Non-Fiction,BrandD,75.56
PROD_293,Product_293,Groceries,Refrigerator,BrandC,1892.62
PROD_294,Product_294,Books,Snacks,BrandA,635.88
PROD_295,Product_295,Books,Skincare,BrandD,143.89
PROD_296,Product_296,Fashion,Fiction,BrandA,1243.4
PROD_297,Product_297,Electronics,Accessories,BrandD,368.77
PROD_298,Product_298,Home Appliances,Footwear,BrandA,764.1
PROD_299,Product_299,Groceries,Refrigerator,BrandA,1271.12
PROD_300,Product_300,Groceries,Academic,BrandC,1431.47
PROD_301,Product_301,Groceries,Camera,BrandB,184.41
PROD_302,Product_302,Groceries,Fiction,BrandC,228.79
PROD_303,Product_303,Electronics,Daily Essentials,BrandD,791.61
PROD_304,Product_304,Beauty,Daily Essentials,BrandA,94.79
PROD_305,Product_305,Books,Haircare,BrandD,1048.43
PROD_306,Product_306,Electronics,Mobile,BrandD,1543.18
PROD_307,Product_307,Electronics,Refrigerator,BrandB,1203.23
PROD_308,Product_308,Electronics,Snacks,BrandA,703.41
PROD_309,Product_309,Fashion,Footwear,BrandA,63.94
PROD_310,Product_310,Electronics,Footwear,BrandC,201.27
PROD_311,Product_311,Books,Microwave,BrandC,897.19
PROD_312,Product_312,Beauty,Skincare,BrandC,19.37
PROD_313,Product_313,Beauty,Makeup,BrandD,1513.37
PROD_314,Product_314,Groceries,Footwear,BrandC,981.46
PROD_315,Product_315,Groceries,Daily Essentials,BrandD,1032.62
PROD_316,Product_316,Groceries,Accessories,BrandA,782.63
PROD_317,Product_317,Groceries,Clothing,BrandA,1966.37
PROD_318,Product_318,Beauty,Accessories,BrandD,582.88
PROD_319,Product_319,Groceries,Beverages,BrandD,1747.69
PROD_320,Product_320,Home Appliances,Fiction,BrandA,1069.43
PROD_321,Product_321,Books,Footwear,BrandC,890.68
PROD_322,Product_322,Books,Mobile,BrandA,591.31
PROD_323,Product_323,Beauty,Daily Essentials,BrandB,1731.6
PROD_324,Product_324,Home Appliances,Makeup,BrandD,896.82
PROD_325,Product_325,Fashion,Skincare,BrandB,1541.9
PROD_326,Product_326,Electronics,Daily Essentials,BrandC,1425.08
PROD_327,Product_327,Books,Non-Fiction,BrandB,1547.79
PROD_328,Product_328,Beauty,Snacks,BrandC,88.82
PROD_329,Product_329,Electronics,Beverages,BrandD,257.26
PROD_330,Product_330,Groceries,Makeup,BrandA,1986.27
PROD_331,Product_331,Fashion,Refrigerator,BrandA,1902.98
PROD_332,Product_332,Beauty,Laptop,BrandC,1012.91
PROD_333,Product_333,Books,Beverages,BrandD,1833.13
PROD_334,Product_334,Groceries,Daily Essentials,BrandC,846.44
PROD_335,Product_335,Fashion,Microwave,BrandB,1260.74
PROD_336,Product_336,Fashion,Microwave,BrandA,73.46
PROD_337,Product_337,Books,Footwear,BrandA,845.89
PROD_338,Product_338,Home Appliances,Non-Fiction,BrandB,887.41
PROD_339,Product_339,Home Appliances,Daily Essentials,BrandA,505.62
PROD_340,Product_340,Home Appliances,Academic,BrandD,821.42
PROD_341,Product_341,Electronics,Microwave,BrandA,1676.08
PROD_342,Product_342,Beauty,Haircare,BrandC,1773.62
PROD_343,Product_343,Home Appliances,Refrigerator,BrandB,268.69
PROD_344,Product_344,Home Appliances,Daily Essentials,BrandD,1437.34
PROD_345,Product_345,Books,Accessories,BrandD,672.92
PROD_346,Product_346,Home Appliances,Microwave,BrandA,386.6
PROD_347,Product_347,Groceries,Accessories,BrandC,720.11
PROD_348,Product_348,Fashion,Accessories,BrandA,842.55
PROD_349,Product_349,Books,Refrigerator,BrandB,34.24
PROD_350,Product_350,Home Appliances,Daily Essentials,BrandC,1304.02
PROD_351,Product_351,Electronics,Refrigerator,BrandB,1899.65
PROD_352,Product_352,Home Appliances,Daily Essentials,BrandC,233.17
PROD_353,Product_353,Home Appliances,Mobile,BrandA,1257.11
PROD_354,Product_354,Home Appliances,Clothing,BrandD,991.59
PROD_355,Product_355,Electronics,Makeup,BrandA,411.34
PROD_356,Product_356,Books,Mobile,BrandB,1398.61
PROD_357,Product_357,Fashion,Laptop,BrandA,650.34
PROD_358,Product_358,Electronics,Footwear,BrandD,723.66
PROD_359,Product_359,Groceries,Laptop,BrandD,1496.44
PROD_360,Product_360,Home Appliances,Skincare,BrandD,449.9
PROD_361,Product_361,Groceries,Mobile,BrandD,706.44
PROD_362,Product_362,Fashion,Haircare,BrandB,322.55
PROD_363,Product_363,Fashion,Washing Machine,BrandA,1023.46
PROD_364,Product_364,Home Appliances,Non-Fiction,BrandA,354.05
PROD_365,Product_365,Groceries,Clothing,BrandB,650.36
PROD_366,Product_366,Fashion,Mobile,BrandB,1009.19
PROD_367,Product_367,Home Appliances,Mobile,BrandC,21.56
PROD_368,Product_368,Books,Snacks,BrandD,1336.36
PROD_369,Product_369,Electronics,Snacks,BrandB,470.59
PROD_370,Product_370,Books,Footwear,BrandC,1151.53
PROD_371,Product_371,Beauty,Skincare,BrandB,1695.57
PROD_372,Product_372,Beauty,Clothing,BrandC,1398.08
PROD_373,Product_373,Fashion,Snacks,BrandC,187.7
PROD_374,Product_374,Fashion,Skincare,BrandD,310.12
PROD_375,Product_375,Home Appliances,Daily Essentials,BrandB,498.31
PROD_376,Product_376,Beauty,Beverages,BrandC,999.19
PROD_377,Product_377,Electronics,Refrigerator,BrandB,1801.23
PROD_378,Product_378,Books,Snacks,BrandD,1605.87
PROD_379,Product_379,Beauty,Camera,BrandD,1137.5
PROD_380,Product_380,Electronics,Footwear,BrandD,1336.42
PROD_381,Product_381,Books,Skincare,BrandB,279.56
PROD_382,Product_382,Fashion,Microwave,BrandD,1395.28
PROD_383,Product_383,Beauty,Academic,BrandA,1193.76
PROD_384,Product_384,Fashion,Non-Fiction,BrandD,213.57
PROD_385,Product_385,Fashion,Haircare,BrandB,1796.28
PROD_386,Product_386,Electronics,Refrigerator,BrandD,1209.16
PROD_387,Product_387,Electronics,Washing Machine,BrandB,193.87
PROD_388,Product_388,Home Appliances,Footwear,BrandA,763.25
PROD_389,Product_389,Electronics,Non-Fiction,BrandD,301.16
PROD_390,Product_390,Beauty,Snacks,BrandA,811.46
PROD_391,Product_391,Fashion,Accessories,BrandC,1169.38
PROD_392,Product_392,Electronics,Non-Fiction,BrandC,452.01
PROD_393,Product_393,Fashion,Footwear,BrandB,875.37
PROD_394,Product_394,Electronics,Camera,BrandC,22.7
PROD_395,Product_395,Fashion,Fiction,BrandB,1229.57
PROD_396,Product_396,Groceries,Washing Machine,BrandC,1620.64
PROD_397,Product_397,Beauty,Accessories,BrandC,1584.36
PROD_398,Product_398,Fashion,Skincare,BrandD,872.96
PROD_399,Product_399,Groceries,Snacks,BrandD,1739.98
PROD_400,Product_400,Home Appliances,Academic,BrandD,1728.13
PROD_401,Product_401,Home Appliances,Microwave,BrandD,1532.43
PROD_402,Product_402,Beauty,Camera,BrandA,1977.99
PROD_403,Product_403,Groceries,Accessories,BrandD,1359.44
PROD_404,Product_404,Books,Haircare,BrandC,1881.87
PROD_405,Product_405,Beauty,Non-Fiction,BrandA,319.36
PROD_406,Product_406,Groceries,Fiction,BrandC,309.41
PROD_407,Product_407,Beauty,Refrigerator,BrandB,1156.68
PROD_408,Product_408,Electronics,Fiction,BrandA,154.79
PROD_409,Product_409,Groceries,Skincare,BrandB,269.25
PROD_410,Product_410,Electronics,Washing Machine,BrandB,671.71
PROD_411,Product_411,Beauty,Academic,BrandC,1832.66
PROD_412,Product_412,Books,Skincare,BrandD,1006.55
PROD_413,Product_413,Beauty,Non-Fiction,BrandA,1834.11
PROD_414,Product_414,Fashion,Accessories,BrandD,1531.39
PROD_415,Product_415,Groceries,Fiction,BrandC,1685.85
PROD_416,Product_416,Books,Non-Fiction,BrandD,219.15
PROD_417,Product_417,Books,Refrigerator,BrandB,1494.77
PROD_418,Product_418,Fashion,Beverages,BrandC,1282.61
PROD_419,Product_419,Books,Camera,BrandC,669.78
PROD_420,Product_420,Fashion,Skincare,BrandA,1109.44
PROD_421,Product_421,Electronics,Non-Fiction,BrandC,106.27
PROD_422,Product_422,Fashion,Beverages,BrandB,771.01
PROD_423,Product_423,Books,Washing Machine,BrandA,1634.99
PROD_424,Product_424,Electronics,Laptop,BrandA,1256.14
PROD_425,Product_425,Groceries,Academic,BrandB,64.88
PROD_426,Product_426,Groceries,Fiction,BrandC,760.29
PROD_427,Product_427,Home Appliances,Daily Essentials,BrandD,1609.53
PROD_428,Product_428,Books,Camera,BrandB,1960.85
PROD_429,Product_429,Books,Haircare,BrandB,124.75
PROD_430,Product_430,Home Appliances,Fiction,BrandB,1285.93
PROD_431,Product_431,Groceries,Refrigerator,BrandB,582.4
PROD_432,Product_432,Fashion,Laptop,BrandB,780.29
PROD_433,Product_433,Electronics,Non-Fiction,BrandB,250.0
PROD_434,Product_434,Groceries,Accessories,BrandD,1266.33
PROD_435,Product_435,Books,Beverages,BrandD,1654.42
PROD_436,Product_436,Fashion,Non-Fiction,BrandD,315.29
PROD_437,Product_437,Books,Laptop,BrandD,1322.47
PROD_438,Product_438,Groceries,Beverages,BrandB,850.49
PROD_439,Product_439,Books,Snacks,BrandA,724.73
PROD_440,Product_440,Home Appliances,Accessories,BrandB,1761.17
PROD_441,Product_441,Fashion,Clothing,BrandC,1103.42
PROD_442,Product_442,Beauty,Washing Machine,BrandA,1960.52
PROD_443,Product_443,Beauty,Refrigerator,BrandC,81.84
PROD_444,Product_444,Fashion,Laptop,BrandA,1470.06
PROD_445,Product_445,Books,Haircare,BrandD,1622.23
PROD_446,Product_446,Beauty,Non-Fiction,BrandB,371.56
PROD_447,Product_447,Home Appliances,Snacks,BrandC,1277.5
PROD_448,Product_448,Electronics,Non-Fiction,BrandA,736.77
PROD_449,Product_449,Books,Snacks,BrandA,1401.34
